image,label,class_id,group_id,sha256
cercospora/00cc56bf1a1976ee6213.jpg,Cercospora,1,992,00cc56bf1a1976ee6213111ad813dad77a6333d4b7efe641f20db61f210a062d
cercospora/022442b192f16aa3238c.jpg,Cercospora,1,59,022442b192f16aa3238c50114a0be68333459a998a6b38d70778ec8badeedb19
cercospora/02508d3aec7d7388f593.jpg,Cercospora,1,108,02508d3aec7d7388f5932e1a0b7635bf805c32636a14c3d2b4b48325d941e188
cercospora/02902bc81f3d87e106f6.jpg,Cercospora,1,182,02902bc81f3d87e106f6bbb3c748e2e9056c40b8541119c32e7807aeb58c768e
cercospora/02b0b30ac5105472b2f7.jpg,Cercospora,1,163,02b0b30ac5105472b2f796d2c3bed366fdb8333c2bb9464ce784ba9ebe179994
cercospora/02e1b0be5a2caedc863d.jpg,Cercospora,1,265,02e1b0be5a2caedc863df9411d6812a554a1b3a2cf09c10bfe230c3f118ee819
cercospora/050abccf5c41f1f3d238.jpg,Cercospora,1,190,050abccf5c41f1f3d238e750305ffaa7d421fa8091403a92940cb1a3c4394490
cercospora/05751957229128f006c4.jpg,Cercospora,1,83,05751957229128f006c47c9609841e2e3f616d742c052093a5fd97fe85d37fe6
cercospora/05f5d6819ed050676102.jpg,Cercospora,1,932,05f5d6819ed050676102d8c57a160ad1c6cd73f23fa79f70dd85616fab0d6d8c
cercospora/06bb44e858a81f10e819.jpg,Cercospora,1,1058,06bb44e858a81f10e81972f993bb9032888c89dceea92f3c3429469c61edefa3
cercospora/072afe8d19d523320476.jpg,Cercospora,1,88,072afe8d19d523320476cf4ec4a5618ec03c71a6c1ba2b6a46e3450c907995ae
cercospora/07ba5d3bfb6c0541f0a7.jpg,Cercospora,1,984,07ba5d3bfb6c0541f0a7fdd4f205e46903459f0c24e6a24226fc15aed72b66d1
cercospora/083424f938227128c132.jpg,Cercospora,1,942,083424f938227128c1329f73c2a1975ce862edad8bfe04d5e21b27c39bbcac26
cercospora/0895e36ca192b928e20b.jpg,Cercospora,1,1008,0895e36ca192b928e20bdcfc213b57c422dc43a75d4bcc40725653cb88f842fd
cercospora/08b7a22763fef21930af.jpg,Cercospora,1,9,08b7a22763fef21930afe536dc6f8a518bdc10f9a8b27b3f2b42713b96e22398
cercospora/0921deceb4fae9456ae9.jpg,Cercospora,1,28,0921deceb4fae9456ae96a431df812f5e47f64d7cf6a16ae84323ccb2c384387
cercospora/0b33e0e8d4f490b9e2f7.jpg,Cercospora,1,70,0b33e0e8d4f490b9e2f7a1f6eede9b2781f9df0d6c72757e9c1b1b39152dd6bf
cercospora/0b574fe0f78c0630cf39.jpg,Cercospora,1,975,0b574fe0f78c0630cf39b2173864e918eb6501af858f82a8dca432caac825180
