image,label,class_id,group_id,sha256
cercospora/00cc56bf1a1976ee6213.jpg,Cercospora,1,992,00cc56bf1a1976ee6213111ad813dad77a6333d4b7efe641f20db61f210a062d
cercospora/02902bc81f3d87e106f6.jpg,Cercospora,1,182,02902bc81f3d87e106f6bbb3c748e2e9056c40b8541119c32e7807aeb58c768e
cercospora/02e1b0be5a2caedc863d.jpg,Cercospora,1,265,02e1b0be5a2caedc863df9411d6812a554a1b3a2cf09c10bfe230c3f118ee819
cercospora/050abccf5c41f1f3d238.jpg,Cercospora,1,190,050abccf5c41f1f3d238e750305ffaa7d421fa8091403a92940cb1a3c4394490
cercospora/05751957229128f006c4.jpg,Cercospora,1,83,05751957229128f006c47c9609841e2e3f616d742c052093a5fd97fe85d37fe6
cercospora/05f5d6819ed050676102.jpg,Cercospora,1,932,05f5d6819ed050676102d8c57a160ad1c6cd73f23fa79f70dd85616fab0d6d8c
cercospora/0663a70b906e8a643d6e.jpg,Cercospora,1,263,0663a70b906e8a643d6ea14c4df00b1e1a51c26133b98f1ec3f2614fc9b4e8b4
cercospora/06bb44e858a81f10e819.jpg,Cercospora,1,1058,06bb44e858a81f10e81972f993bb9032888c89dceea92f3c3429469c61edefa3
cercospora/0715116b931e0d5b387a.jpg,Cercospora,1,251,0715116b931e0d5b387a138fe4bffc62e3b0cdd6f2c0f525e53e6553892f4126
cercospora/072afe8d19d523320476.jpg,Cercospora,1,88,072afe8d19d523320476cf4ec4a5618ec03c71a6c1ba2b6a46e3450c907995ae
cercospora/07ba5d3bfb6c0541f0a7.jpg,Cercospora,1,984,07ba5d3bfb6c0541f0a7fdd4f205e46903459f0c24e6a24226fc15aed72b66d1
cercospora/083424f938227128c132.jpg,Cercospora,1,942,083424f938227128c1329f73c2a1975ce862edad8bfe04d5e21b27c39bbcac26
cercospora/0b33e0e8d4f490b9e2f7.jpg,Cercospora,1,70,0b33e0e8d4f490b9e2f7a1f6eede9b2781f9df0d6c72757e9c1b1b39152dd6bf
cercospora/0b574fe0f78c0630cf39.jpg,Cercospora,1,975,0b574fe0f78c0630cf39b2173864e918eb6501af858f82a8dca432caac825180
cercospora/0bc85a8363690c02e62e.jpg,Cercospora,1,123,0bc85a8363690c02e62e50657dc915f6e3bd3bfdd84f6ca73ac14edac537c571
cercospora/0bf24ab20121c279a67c.jpg,Cercospora,1,137,0bf24ab20121c279a67c38a16e525f1141f9bddc133bfb2db192b89c20b53ccc
cercospora/0c0aa77ae1e7e6a7cfce.jpg,Cercospora,1,212,0c0aa77ae1e7e6a7cfce07fa55241dcae46f266722e89570648f76096b437484
cercospora/0cffa58f374a7701007e.jpg,Cercospora,1,208,0cffa58f374a7701007e0409f70c8d98a9b098565a3db53959a354738a7e511f
cercospora/0d019357359e317b9eeb.jpg,Cercospora,1,179,0d019357359e317b9eeb6d065324d16d0c69abf7a3af4c1ab651bae84c957e6f
cercospora/0d8660b1aebd64b97623.jpg,Cercospora,1,940,0d8660b1aebd64b976230b158bd6ce40d7cdc9bc59bb991048a41def2320a2fa
cercospora/0dbb150f059bc4b29e8d.jpg,Cercospora,1,11,0dbb150f059bc4b29e8d1a2c9365a9d32a82d5f8ae96e799d82d468c98536fb2
cercospora/0e5109e628d53579547f.jpg,Cercospora,1,29,0e5109e628d53579547f7b940a4722228379cd0d1ad4109d6df5ef3052fa1909
cercospora/10d69c8f86b49eca0d00.jpg,Cercospora,1,240,10d69c8f86b49eca0d00d192af51de1a8ed743a0ee91a64e059befd260a4c65a
cercospora/11269a856ad3eb05f4c7.jpg,Cercospora,1,22,11269a856ad3eb05f4c77abc1516724122a7d16ffbfae8ef440fa741c627be4c
cercospora/115555d1cd6d6fe68d73.jpg,Cercospora,1,916,115555d1cd6d6fe68d739ce681f988bf26c1a9166646ad1b855dc937fc57a2bb
cercospora/1160134970940a93b9dc.jpg,Cercospora,1,254,1160134970940a93b9dc094112e39704f77ada1c884293da831df77a95f558df
cercospora/1163ad429031d93a31e5.jpg,Cercospora,1,188,1163ad429031d93a31e57f47f57518afac43aeb48b5f5d1cc3bdda1dae0456f7
cercospora/11a08bce73b1fd44d727.jpg,Cercospora,1,211,11a08bce73b1fd44d727a58e1283be63115c53711cd62ef9c91f3d378a63f8cb
cercospora/11e3f81d859b97368c4a.jpg,Cercospora,1,927,11e3f81d859b97368c4a4dc914bc9b66ca65e9ee457fc608f233f6c1ddca50c8
cercospora/122a0b9568e83efe2a65.jpg,Cercospora,1,127,122a0b9568e83efe2a659976f2c35b30b26da2006d1b26553374f330a988fd48
cercospora/123f01da4cb7a122939e.jpg,Cercospora,1,94,123f01da4cb7a122939e3bbe4da551cfba23fae82e0d131a22e97b5ceeb5b878
cercospora/135e037607fd5b15e8f3.jpg,Cercospora,1,1095,135e037607fd5b15e8f390c1b5ba575a73ae514f56918893887348e68e549250
cercospora/1566b75efe21de2f2750.jpg,Cercospora,1,947,1566b75efe21de2f27504cde7227928605fb0f81db216cf453b225a5585061ee
cercospora/15a359502c58d0985a05.jpg,Cercospora,1,1035,15a359502c58d0985a056118286671ab7f882beee50fc1e6cb16904afd720493
cercospora/17e58409356c9286e4b7.jpg,Cercospora,1,44,17e58409356c9286e4b72caa945e7ea950396c72d8da678d54d9c97156ef0b81
cercospora/190fbd5b17a08e38dcec.jpg,Cercospora,1,177,190fbd5b17a08e38dcec3beac33cb42698470de7af8d0f4a9fc84015a3189875
cercospora/192eea619580acd7f51e.jpg,Cercospora,1,23,192eea619580acd7f51ef81e33d833230b79c4726ef963a0044b24197ab8f2fa
cercospora/197feb1c08013efd5c15.jpg,Cercospora,1,242,197feb1c08013efd5c15fab5ffaf972ed1b8d46ac65d84f5713dfa70e640ea12
